"Isolate";"Replicate";"Medium";"Observed";"plateID";"Metabolite"
"NRRL_35890";"1";"L_Threonine";NA;"PM_03";"C00188[e]"
"NRRL_35890";"1";"L_Tryptophan";TRUE;"PM_03";"C00078[e]"
"NRRL_35890";"1";"L_Tyrosine";NA;"PM_03";"C00082[e]"
"NRRL_35890";"1";"L_Valine";NA;"PM_03";"C00183[e]"
"NRRL_35890";"1";"D_Alanine";FALSE;"PM_03";"C00133[c]"
"NRRL_35890";"1";"D_Asparagine";FALSE;"PM_03";NA
"NRRL_35890";"1";"D_Aspartic_Acid";FALSE;"PM_03";NA
"NRRL_35890";"1";"D_Glutamic_Acid";FALSE;"PM_03";NA
"NRRL_35890";"1";"D_Lysine";FALSE;"PM_03";NA
"NRRL_35890";"1";"D_Serine";FALSE;"PM_03";NA
"NRRL_35890";"1";"D_Valine";NA;"PM_03";NA
"NRRL_35890";"1";"L_Citrulline";NA;"PM_03";"C00327[c]"
"NRRL_35890";"1";"L_Homoserine";NA;"PM_03";"C00263[c]"
"NRRL_35890";"1";"L_Ornithine";NA;"PM_03";"C00077[c]"
"NRRL_35890";"1";"N_Acetyl_L_Glutamic_Acid";FALSE;"PM_03";NA
"NRRL_35890";"1";"N_Phthaloyl_L_Glutamic_Acid";FALSE;"PM_03";NA
"NRRL_35890";"1";"L_Pyroglutamic_Acid";NA;"PM_03";NA
"NRRL_35890";"1";"Hydroxylamine";FALSE;"PM_03";NA
"NRRL_35890";"1";"Methylamine";FALSE;"PM_03";"C00218[c]"
"NRRL_35890";"1";"N_Amylamine";NA;"PM_03";NA
"NRRL_35890";"1";"N_Butylamine";FALSE;"PM_03";NA
"NRRL_35890";"1";"Ethylamine";NA;"PM_03";NA
"NRRL_35890";"1";"Ethanolamine";NA;"PM_03";"C00189[c]"
"NRRL_35890";"1";"Ethylenediamine";FALSE;"PM_03";NA
"NRRL_35890";"1";"Putrescine";TRUE;"PM_03";"C00134[e]"
"NRRL_35890";"1";"Agmatine";TRUE;"PM_03";"C00179[e]"
"NRRL_35890";"1";"Histamine";NA;"PM_03";"C00388[c]"
"NRRL_35890";"1";"b_Phenylethylamine";NA;"PM_03";NA
"NRRL_35890";"1";"Tyramine";NA;"PM_03";"C00483[c]"
"NRRL_35890";"1";"Acetamide";FALSE;"PM_03";NA
"NRRL_35890";"1";"Formamide";FALSE;"PM_03";"C00488[c]"
"NRRL_35890";"1";"Glucuronamide";FALSE;"PM_03";NA
"NRRL_35890";"1";"D_L_Lactamide";FALSE;"PM_03";NA
"NRRL_35890";"1";"D_Glucosamine";FALSE;"PM_03";NA
"NRRL_35890";"1";"D_Galactosamine";FALSE;"PM_03";NA
"NRRL_35890";"1";"D_Mannosamine";FALSE;"PM_03";NA
"NRRL_35890";"1";"N_Acetyl_D_Glucosamine";NA;"PM_03";NA
"NRRL_35890";"1";"N_Acetyl_D_Galactosamine";FALSE;"PM_03";NA
"NRRL_35890";"1";"N_Acetyl_b_D_Mannosamine";FALSE;"PM_03";NA
"NRRL_35890";"1";"Adenine";NA;"PM_03";"C00147[e]"
"NRRL_35890";"1";"Adenosine";NA;"PM_03";"C00212[c]"
"NRRL_35890";"1";"Cytidine";FALSE;"PM_03";"C00475[c]"
"NRRL_35890";"1";"Cytosine";FALSE;"PM_03";"C00380[e]"
"NRRL_35890";"1";"Guanine";NA;"PM_03";"C00242[e]"
"NRRL_35890";"1";"Guanosine";NA;"PM_03";"C00387[c]"
"NRRL_35890";"1";"Thymine";FALSE;"PM_03";"C00178[c]"
"NRRL_35890";"1";"Thymidine";FALSE;"PM_03";"C00214[c]"
"NRRL_35890";"1";"Uracil";FALSE;"PM_03";"C00106[e]"
"NRRL_35890";"1";"Uridine";FALSE;"PM_03";"C00299[c]"
"NRRL_35890";"1";"Inosine";NA;"PM_03";"C00294[c]"
"NRRL_35890";"1";"Xanthine";NA;"PM_03";"C00385[c]"
"NRRL_35890";"1";"Xanthosine";FALSE;"PM_03";"C01762[c]"
"NRRL_35890";"1";"Uric_Acid";TRUE;"PM_03";NA
"NRRL_35890";"1";"Alloxan";FALSE;"PM_03";NA
"NRRL_35890";"1";"Allantoin";NA;"PM_03";"C01551[c]"
"NRRL_35890";"1";"Parabanic_Acid";NA;"PM_03";NA
"NRRL_35890";"1";"D_L_a_Amino_Butyric_Acid";TRUE;"PM_03";NA
"NRRL_35890";"1";"g_Amino_n_Butyric_Acid";NA;"PM_03";NA
"NRRL_35890";"1";"e_Amino_N_Caproic_Acid";FALSE;"PM_03";NA
"NRRL_35890";"1";"D_L_a_Amino_Caprylic_Acid";NA;"PM_03";NA
"NRRL_35890";"1";"d_Amino_Valeric_Acid";FALSE;"PM_03";NA
"NRRL_35890";"1";"L_Norvaline";NA;"PM_03";NA
"NRRL_35890";"1";"Ala_Asp";TRUE;"PM_03";NA
"NRRL_35890";"1";"Ala_Gln";NA;"PM_03";NA
"NRRL_35890";"1";"Ala_Glu";NA;"PM_03";NA
"NRRL_35890";"1";"Ala_Gly";NA;"PM_03";NA
"NRRL_35890";"1";"Ala_His";FALSE;"PM_03";NA
"NRRL_35890";"1";"Ala_Leu";NA;"PM_03";NA
"NRRL_35890";"1";"Ala_Thr";TRUE;"PM_03";NA
"NRRL_35890";"1";"Gly_Asn";TRUE;"PM_03";NA
"NRRL_35890";"1";"Gly_Gln";NA;"PM_03";NA
"NRRL_35890";"1";"Gly_Glu";TRUE;"PM_03";NA
"NRRL_35890";"1";"Gly_Met";NA;"PM_03";NA
"NRRL_35890";"1";"Met_Ala";TRUE;"PM_03";NA
"NRRL_35890";"2";"Negative_Control";FALSE;"PM_03";NA
"NRRL_35890";"2";"Ammonia";NA;"PM_03";"C00014[e]"
"NRRL_35890";"2";"Sodium_Nitrite";NA;"PM_03";NA
"NRRL_35890";"2";"Sodium_Nitrate";NA;"PM_03";NA
"NRRL_35890";"2";"Urea";TRUE;"PM_03";"C00086[e]"
"NRRL_35890";"2";"Biuret";FALSE;"PM_03";"C06555[c]"
"NRRL_35890";"2";"L_Alanine";NA;"PM_03";"C00041[e]"
"NRRL_35890";"2";"L_Arginine";TRUE;"PM_03";"C00062[e]"
"NRRL_35890";"2";"L_Asparagine";TRUE;"PM_03";"C00152[e]"
"NRRL_35890";"2";"L_Aspartic_Acid";NA;"PM_03";NA
"NRRL_35890";"2";"L_Cysteine";FALSE;"PM_03";"C00097[e]"
"NRRL_35890";"2";"L_Glutamic_Acid";TRUE;"PM_03";"C00025[e]"
"NRRL_35890";"2";"L_Glutamine";TRUE;"PM_03";"C00064[e]"
"NRRL_35890";"2";"Glycine";NA;"PM_03";"C00037[e]"
"NRRL_35890";"2";"L_Histidine";NA;"PM_03";"C00135[e]"
"NRRL_35890";"2";"L_Isoleucine";TRUE;"PM_03";"C00407[e]"
"NRRL_35890";"2";"L_Leucine";NA;"PM_03";"C00123[e]"
"NRRL_35890";"2";"L_Lysine";FALSE;"PM_03";"C00047[e]"
"NRRL_35890";"2";"L_Methionine";NA;"PM_03";"C00073[e]"
"NRRL_35890";"2";"L_Phenylalanine";NA;"PM_03";"C00079[e]"
"NRRL_35890";"2";"L_Proline";NA;"PM_03";"C00148[e]"
"NRRL_35890";"2";"L_Serine";NA;"PM_03";"C00065[e]"
"NRRL_35890";"2";"L_Threonine";NA;"PM_03";"C00188[e]"
"NRRL_35890";"2";"L_Tryptophan";TRUE;"PM_03";"C00078[e]"
"NRRL_35890";"2";"L_Tyrosine";NA;"PM_03";"C00082[e]"
"NRRL_35890";"2";"L_Valine";NA;"PM_03";"C00183[e]"
"NRRL_35890";"2";"D_Alanine";FALSE;"PM_03";"C00133[c]"
"NRRL_35890";"2";"D_Asparagine";FALSE;"PM_03";NA
"NRRL_35890";"2";"D_Aspartic_Acid";FALSE;"PM_03";NA
"NRRL_35890";"2";"D_Glutamic_Acid";FALSE;"PM_03";NA
"NRRL_35890";"2";"D_Lysine";FALSE;"PM_03";NA
"NRRL_35890";"2";"D_Serine";FALSE;"PM_03";NA
"NRRL_35890";"2";"D_Valine";NA;"PM_03";NA
"NRRL_35890";"2";"L_Citrulline";NA;"PM_03";"C00327[c]"
"NRRL_35890";"2";"L_Homoserine";NA;"PM_03";"C00263[c]"
"NRRL_35890";"2";"L_Ornithine";NA;"PM_03";"C00077[c]"
"NRRL_35890";"2";"N_Acetyl_L_Glutamic_Acid";NA;"PM_03";NA
"NRRL_35890";"2";"N_Phthaloyl_L_Glutamic_Acid";FALSE;"PM_03";NA
"NRRL_35890";"2";"L_Pyroglutamic_Acid";NA;"PM_03";NA
"NRRL_35890";"2";"Hydroxylamine";FALSE;"PM_03";NA
"NRRL_35890";"2";"Methylamine";NA;"PM_03";"C00218[c]"
"NRRL_35890";"2";"N_Amylamine";FALSE;"PM_03";NA
"NRRL_35890";"2";"N_Butylamine";FALSE;"PM_03";NA
"NRRL_35890";"2";"Ethylamine";NA;"PM_03";NA
"NRRL_35890";"2";"Ethanolamine";TRUE;"PM_03";"C00189[c]"
"NRRL_35890";"2";"Ethylenediamine";FALSE;"PM_03";NA
"NRRL_35890";"2";"Putrescine";TRUE;"PM_03";"C00134[e]"
"NRRL_35890";"2";"Agmatine";TRUE;"PM_03";"C00179[e]"
"NRRL_35890";"2";"Histamine";NA;"PM_03";"C00388[c]"
"NRRL_35890";"2";"b_Phenylethylamine";TRUE;"PM_03";NA
"NRRL_35890";"2";"Tyramine";TRUE;"PM_03";"C00483[c]"
"NRRL_35890";"2";"Acetamide";FALSE;"PM_03";NA
"NRRL_35890";"2";"Formamide";FALSE;"PM_03";"C00488[c]"
"NRRL_35890";"2";"Glucuronamide";FALSE;"PM_03";NA
"NRRL_35890";"2";"D_L_Lactamide";FALSE;"PM_03";NA
"NRRL_35890";"2";"D_Glucosamine";FALSE;"PM_03";NA
"NRRL_35890";"2";"D_Galactosamine";FALSE;"PM_03";NA
"NRRL_35890";"2";"D_Mannosamine";FALSE;"PM_03";NA
"NRRL_35890";"2";"N_Acetyl_D_Glucosamine";NA;"PM_03";NA
"NRRL_35890";"2";"N_Acetyl_D_Galactosamine";FALSE;"PM_03";NA
"NRRL_35890";"2";"N_Acetyl_b_D_Mannosamine";FALSE;"PM_03";NA
"NRRL_35890";"2";"Adenine";NA;"PM_03";"C00147[e]"
"NRRL_35890";"2";"Adenosine";NA;"PM_03";"C00212[c]"
"NRRL_35890";"2";"Cytidine";FALSE;"PM_03";"C00475[c]"
"NRRL_35890";"2";"Cytosine";FALSE;"PM_03";"C00380[e]"
"NRRL_35890";"2";"Guanine";FALSE;"PM_03";"C00242[e]"
"NRRL_35890";"2";"Guanosine";NA;"PM_03";"C00387[c]"
"NRRL_35890";"2";"Thymine";FALSE;"PM_03";"C00178[c]"
"NRRL_35890";"2";"Thymidine";FALSE;"PM_03";"C00214[c]"
"NRRL_35890";"2";"Uracil";FALSE;"PM_03";"C00106[e]"
"NRRL_35890";"2";"Uridine";FALSE;"PM_03";"C00299[c]"
"NRRL_35890";"2";"Inosine";NA;"PM_03";"C00294[c]"
"NRRL_35890";"2";"Xanthine";TRUE;"PM_03";"C00385[c]"
"NRRL_35890";"2";"Xanthosine";FALSE;"PM_03";"C01762[c]"
"NRRL_35890";"2";"Uric_Acid";NA;"PM_03";NA
"NRRL_35890";"2";"Alloxan";FALSE;"PM_03";NA
"NRRL_35890";"2";"Allantoin";NA;"PM_03";"C01551[c]"
"NRRL_35890";"2";"Parabanic_Acid";FALSE;"PM_03";NA
"NRRL_35890";"2";"D_L_a_Amino_Butyric_Acid";TRUE;"PM_03";NA
"NRRL_35890";"2";"g_Amino_n_Butyric_Acid";NA;"PM_03";NA
"NRRL_35890";"2";"e_Amino_N_Caproic_Acid";FALSE;"PM_03";NA
"NRRL_35890";"2";"D_L_a_Amino_Caprylic_Acid";NA;"PM_03";NA
"NRRL_35890";"2";"d_Amino_Valeric_Acid";NA;"PM_03";NA
"NRRL_35890";"2";"L_Norvaline";TRUE;"PM_03";NA
"NRRL_35890";"2";"Ala_Asp";TRUE;"PM_03";NA
"NRRL_35890";"2";"Ala_Gln";NA;"PM_03";NA
"NRRL_35890";"2";"Ala_Glu";NA;"PM_03";NA
"NRRL_35890";"2";"Ala_Gly";TRUE;"PM_03";NA
"NRRL_35890";"2";"Ala_His";TRUE;"PM_03";NA
"NRRL_35890";"2";"Ala_Leu";NA;"PM_03";NA
"NRRL_35890";"2";"Ala_Thr";TRUE;"PM_03";NA
"NRRL_35890";"2";"Gly_Asn";TRUE;"PM_03";NA
"NRRL_35890";"2";"Gly_Gln";NA;"PM_03";NA
"NRRL_35890";"2";"Gly_Glu";TRUE;"PM_03";NA
"NRRL_35890";"2";"Gly_Met";NA;"PM_03";NA
"NRRL_35890";"2";"Met_Ala";NA;"PM_03";NA
"NRRL_35890";"3";"Negative_Control";FALSE;"PM_03";NA
"NRRL_35890";"3";"Ammonia";NA;"PM_03";"C00014[e]"
"NRRL_35890";"3";"Sodium_Nitrite";NA;"PM_03";NA
"NRRL_35890";"3";"Sodium_Nitrate";TRUE;"PM_03";NA
"NRRL_35890";"3";"Urea";TRUE;"PM_03";"C00086[e]"
"NRRL_35890";"3";"Biuret";FALSE;"PM_03";"C06555[c]"
"NRRL_35890";"3";"L_Alanine";TRUE;"PM_03";"C00041[e]"
"NRRL_35890";"3";"L_Arginine";TRUE;"PM_03";"C00062[e]"
"NRRL_35890";"3";"L_Asparagine";TRUE;"PM_03";"C00152[e]"
"NRRL_35890";"3";"L_Aspartic_Acid";NA;"PM_03";NA
"NRRL_35890";"3";"L_Cysteine";NA;"PM_03";"C00097[e]"
"NRRL_35890";"3";"L_Glutamic_Acid";TRUE;"PM_03";"C00025[e]"
"NRRL_35890";"3";"L_Glutamine";TRUE;"PM_03";"C00064[e]"
"NRRL_35890";"3";"Glycine";NA;"PM_03";"C00037[e]"
"NRRL_35890";"3";"L_Histidine";FALSE;"PM_03";"C00135[e]"
"NRRL_35890";"3";"L_Isoleucine";NA;"PM_03";"C00407[e]"
"NRRL_35890";"3";"L_Leucine";NA;"PM_03";"C00123[e]"
"NRRL_35890";"3";"L_Lysine";FALSE;"PM_03";"C00047[e]"
"NRRL_35890";"3";"L_Methionine";NA;"PM_03";"C00073[e]"
"NRRL_35890";"3";"L_Phenylalanine";NA;"PM_03";"C00079[e]"
"NRRL_35890";"3";"L_Proline";NA;"PM_03";"C00148[e]"
"NRRL_35890";"3";"L_Serine";NA;"PM_03";"C00065[e]"
"NRRL_35890";"3";"L_Threonine";NA;"PM_03";"C00188[e]"
"NRRL_35890";"3";"L_Tryptophan";TRUE;"PM_03";"C00078[e]"
"NRRL_35890";"3";"L_Tyrosine";NA;"PM_03";"C00082[e]"
"NRRL_35890";"3";"L_Valine";NA;"PM_03";"C00183[e]"
"NRRL_35890";"3";"D_Alanine";FALSE;"PM_03";"C00133[c]"
"NRRL_35890";"3";"D_Asparagine";FALSE;"PM_03";NA
"NRRL_35890";"3";"D_Aspartic_Acid";FALSE;"PM_03";NA
"NRRL_35890";"3";"D_Glutamic_Acid";FALSE;"PM_03";NA
"NRRL_35890";"3";"D_Lysine";FALSE;"PM_03";NA
"NRRL_35890";"3";"D_Serine";FALSE;"PM_03";NA
"NRRL_35890";"3";"D_Valine";NA;"PM_03";NA
"NRRL_35890";"3";"L_Citrulline";NA;"PM_03";"C00327[c]"
"NRRL_35890";"3";"L_Homoserine";NA;"PM_03";"C00263[c]"
"NRRL_35890";"3";"L_Ornithine";TRUE;"PM_03";"C00077[c]"
"NRRL_35890";"3";"N_Acetyl_L_Glutamic_Acid";NA;"PM_03";NA
"NRRL_35890";"3";"N_Phthaloyl_L_Glutamic_Acid";FALSE;"PM_03";NA
"NRRL_35890";"3";"L_Pyroglutamic_Acid";NA;"PM_03";NA
"NRRL_35890";"3";"Hydroxylamine";FALSE;"PM_03";NA
"NRRL_35890";"3";"Methylamine";TRUE;"PM_03";"C00218[c]"
"NRRL_35890";"3";"N_Amylamine";FALSE;"PM_03";NA
"NRRL_35890";"3";"N_Butylamine";NA;"PM_03";NA
"NRRL_35890";"3";"Ethylamine";NA;"PM_03";NA
"NRRL_35890";"3";"Ethanolamine";NA;"PM_03";"C00189[c]"
"NRRL_35890";"3";"Ethylenediamine";FALSE;"PM_03";NA
"NRRL_35890";"3";"Putrescine";TRUE;"PM_03";"C00134[e]"
"NRRL_35890";"3";"Agmatine";TRUE;"PM_03";"C00179[e]"
"NRRL_35890";"3";"Histamine";NA;"PM_03";"C00388[c]"
"NRRL_35890";"3";"b_Phenylethylamine";NA;"PM_03";NA
"NRRL_35890";"3";"Tyramine";NA;"PM_03";"C00483[c]"
"NRRL_35890";"3";"Acetamide";FALSE;"PM_03";NA
"NRRL_35890";"3";"Formamide";FALSE;"PM_03";"C00488[c]"
"NRRL_35890";"3";"Glucuronamide";FALSE;"PM_03";NA
"NRRL_35890";"3";"D_L_Lactamide";FALSE;"PM_03";NA
"NRRL_35890";"3";"D_Glucosamine";FALSE;"PM_03";NA
"NRRL_35890";"3";"D_Galactosamine";FALSE;"PM_03";NA
"NRRL_35890";"3";"D_Mannosamine";FALSE;"PM_03";NA
"NRRL_35890";"3";"N_Acetyl_D_Glucosamine";NA;"PM_03";NA
"NRRL_35890";"3";"N_Acetyl_D_Galactosamine";FALSE;"PM_03";NA
"NRRL_35890";"3";"N_Acetyl_b_D_Mannosamine";FALSE;"PM_03";NA
"NRRL_35890";"3";"Adenine";NA;"PM_03";"C00147[e]"
"NRRL_35890";"3";"Adenosine";NA;"PM_03";"C00212[c]"
"NRRL_35890";"3";"Cytidine";FALSE;"PM_03";"C00475[c]"
"NRRL_35890";"3";"Cytosine";FALSE;"PM_03";"C00380[e]"
"NRRL_35890";"3";"Guanine";NA;"PM_03";"C00242[e]"
"NRRL_35890";"3";"Guanosine";NA;"PM_03";"C00387[c]"
"NRRL_35890";"3";"Thymine";FALSE;"PM_03";"C00178[c]"
"NRRL_35890";"3";"Thymidine";FALSE;"PM_03";"C00214[c]"
"NRRL_35890";"3";"Uracil";FALSE;"PM_03";"C00106[e]"
"NRRL_35890";"3";"Uridine";FALSE;"PM_03";"C00299[c]"
"NRRL_35890";"3";"Inosine";NA;"PM_03";"C00294[c]"
"NRRL_35890";"3";"Xanthine";TRUE;"PM_03";"C00385[c]"
"NRRL_35890";"3";"Xanthosine";FALSE;"PM_03";"C01762[c]"
"NRRL_35890";"3";"Uric_Acid";TRUE;"PM_03";NA
"NRRL_35890";"3";"Alloxan";FALSE;"PM_03";NA
"NRRL_35890";"3";"Allantoin";NA;"PM_03";"C01551[c]"
"NRRL_35890";"3";"Parabanic_Acid";NA;"PM_03";NA
"NRRL_35890";"3";"D_L_a_Amino_Butyric_Acid";TRUE;"PM_03";NA
"NRRL_35890";"3";"g_Amino_n_Butyric_Acid";NA;"PM_03";NA
"NRRL_35890";"3";"e_Amino_N_Caproic_Acid";FALSE;"PM_03";NA
"NRRL_35890";"3";"D_L_a_Amino_Caprylic_Acid";NA;"PM_03";NA
"NRRL_35890";"3";"d_Amino_Valeric_Acid";NA;"PM_03";NA
"NRRL_35890";"3";"L_Norvaline";TRUE;"PM_03";NA
"NRRL_35890";"3";"Ala_Asp";TRUE;"PM_03";NA
"NRRL_35890";"3";"Ala_Gln";NA;"PM_03";NA
"NRRL_35890";"3";"Ala_Glu";NA;"PM_03";NA
"NRRL_35890";"3";"Ala_Gly";TRUE;"PM_03";NA
"NRRL_35890";"3";"Ala_His";TRUE;"PM_03";NA
"NRRL_35890";"3";"Ala_Leu";NA;"PM_03";NA
"NRRL_35890";"3";"Ala_Thr";NA;"PM_03";NA
"NRRL_35890";"3";"Gly_Asn";NA;"PM_03";NA
"NRRL_35890";"3";"Gly_Gln";NA;"PM_03";NA
"NRRL_35890";"3";"Gly_Glu";NA;"PM_03";NA
"NRRL_35890";"3";"Gly_Met";NA;"PM_03";NA
"NRRL_35890";"3";"Met_Ala";TRUE;"PM_03";NA
"NRRL_5589";"1";"Negative_Control";FALSE;"PM_03";NA
"NRRL_5589";"1";"Ammonia";NA;"PM_03";"C00014[e]"
"NRRL_5589";"1";"Sodium_Nitrite";NA;"PM_03";NA
"NRRL_5589";"1";"Sodium_Nitrate";FALSE;"PM_03";NA
"NRRL_5589";"1";"Urea";NA;"PM_03";"C00086[e]"
"NRRL_5589";"1";"Biuret";FALSE;"PM_03";"C06555[c]"
"NRRL_5589";"1";"L_Alanine";NA;"PM_03";"C00041[e]"
"NRRL_5589";"1";"L_Arginine";NA;"PM_03";"C00062[e]"
"NRRL_5589";"1";"L_Asparagine";NA;"PM_03";"C00152[e]"
"NRRL_5589";"1";"L_Aspartic_Acid";NA;"PM_03";NA
"NRRL_5589";"1";"L_Cysteine";NA;"PM_03";"C00097[e]"
"NRRL_5589";"1";"L_Glutamic_Acid";TRUE;"PM_03";"C00025[e]"
"NRRL_5589";"1";"L_Glutamine";NA;"PM_03";"C00064[e]"
"NRRL_5589";"1";"Glycine";NA;"PM_03";"C00037[e]"
"NRRL_5589";"1";"L_Histidine";FALSE;"PM_03";"C00135[e]"
"NRRL_5589";"1";"L_Isoleucine";FALSE;"PM_03";"C00407[e]"
"NRRL_5589";"1";"L_Leucine";NA;"PM_03";"C00123[e]"
"NRRL_5589";"1";"L_Lysine";FALSE;"PM_03";"C00047[e]"
"NRRL_5589";"1";"L_Methionine";NA;"PM_03";"C00073[e]"
"NRRL_5589";"1";"L_Phenylalanine";FALSE;"PM_03";"C00079[e]"
"NRRL_5589";"1";"L_Proline";FALSE;"PM_03";"C00148[e]"
"NRRL_5589";"1";"L_Serine";NA;"PM_03";"C00065[e]"
"NRRL_5589";"1";"L_Threonine";FALSE;"PM_03";"C00188[e]"
"NRRL_5589";"1";"L_Tryptophan";TRUE;"PM_03";"C00078[e]"
"NRRL_5589";"1";"L_Tyrosine";NA;"PM_03";"C00082[e]"
"NRRL_5589";"1";"L_Valine";FALSE;"PM_03";"C00183[e]"
"NRRL_5589";"1";"D_Alanine";FALSE;"PM_03";"C00133[c]"
"NRRL_5589";"1";"D_Asparagine";FALSE;"PM_03";NA
"NRRL_5589";"1";"D_Aspartic_Acid";FALSE;"PM_03";NA
"NRRL_5589";"1";"D_Glutamic_Acid";FALSE;"PM_03";NA
"NRRL_5589";"1";"D_Lysine";FALSE;"PM_03";NA
"NRRL_5589";"1";"D_Serine";FALSE;"PM_03";NA
"NRRL_5589";"1";"D_Valine";FALSE;"PM_03";NA
"NRRL_5589";"1";"L_Citrulline";FALSE;"PM_03";"C00327[c]"
"NRRL_5589";"1";"L_Homoserine";NA;"PM_03";"C00263[c]"
"NRRL_5589";"1";"L_Ornithine";NA;"PM_03";"C00077[c]"
"NRRL_5589";"1";"N_Acetyl_L_Glutamic_Acid";FALSE;"PM_03";NA
"NRRL_5589";"1";"N_Phthaloyl_L_Glutamic_Acid";FALSE;"PM_03";NA
"NRRL_5589";"1";"L_Pyroglutamic_Acid";NA;"PM_03";NA
"NRRL_5589";"1";"Hydroxylamine";FALSE;"PM_03";NA
"NRRL_5589";"1";"Methylamine";FALSE;"PM_03";"C00218[c]"
"NRRL_5589";"1";"N_Amylamine";FALSE;"PM_03";NA
"NRRL_5589";"1";"N_Butylamine";FALSE;"PM_03";NA
"NRRL_5589";"1";"Ethylamine";FALSE;"PM_03";NA
"NRRL_5589";"1";"Ethanolamine";FALSE;"PM_03";"C00189[c]"
"NRRL_5589";"1";"Ethylenediamine";FALSE;"PM_03";NA
"NRRL_5589";"1";"Putrescine";NA;"PM_03";"C00134[e]"
"NRRL_5589";"1";"Agmatine";NA;"PM_03";"C00179[e]"
"NRRL_5589";"1";"Histamine";NA;"PM_03";"C00388[c]"
"NRRL_5589";"1";"b_Phenylethylamine";FALSE;"PM_03";NA
"NRRL_5589";"1";"Tyramine";FALSE;"PM_03";"C00483[c]"
"NRRL_5589";"1";"Acetamide";FALSE;"PM_03";NA
"NRRL_5589";"1";"Formamide";FALSE;"PM_03";"C00488[c]"
"NRRL_5589";"1";"Glucuronamide";FALSE;"PM_03";NA
"NRRL_5589";"1";"D_L_Lactamide";FALSE;"PM_03";NA
"NRRL_5589";"1";"D_Glucosamine";FALSE;"PM_03";NA
"NRRL_5589";"1";"D_Galactosamine";FALSE;"PM_03";NA
"NRRL_5589";"1";"D_Mannosamine";FALSE;"PM_03";NA
"NRRL_5589";"1";"N_Acetyl_D_Glucosamine";NA;"PM_03";NA
"NRRL_5589";"1";"N_Acetyl_D_Galactosamine";FALSE;"PM_03";NA
"NRRL_5589";"1";"N_Acetyl_b_D_Mannosamine";FALSE;"PM_03";NA
"NRRL_5589";"1";"Adenine";FALSE;"PM_03";"C00147[e]"
"NRRL_5589";"1";"Adenosine";NA;"PM_03";"C00212[c]"
"NRRL_5589";"1";"Cytidine";FALSE;"PM_03";"C00475[c]"
"NRRL_5589";"1";"Cytosine";FALSE;"PM_03";"C00380[e]"
"NRRL_5589";"1";"Guanine";NA;"PM_03";"C00242[e]"
"NRRL_5589";"1";"Guanosine";NA;"PM_03";"C00387[c]"
"NRRL_5589";"1";"Thymine";FALSE;"PM_03";"C00178[c]"
"NRRL_5589";"1";"Thymidine";FALSE;"PM_03";"C00214[c]"
"NRRL_5589";"1";"Uracil";FALSE;"PM_03";"C00106[e]"
"NRRL_5589";"1";"Uridine";FALSE;"PM_03";"C00299[c]"
"NRRL_5589";"1";"Inosine";NA;"PM_03";"C00294[c]"
"NRRL_5589";"1";"Xanthine";NA;"PM_03";"C00385[c]"
"NRRL_5589";"1";"Xanthosine";FALSE;"PM_03";"C01762[c]"
"NRRL_5589";"1";"Uric_Acid";NA;"PM_03";NA
"NRRL_5589";"1";"Alloxan";FALSE;"PM_03";NA
"NRRL_5589";"1";"Allantoin";NA;"PM_03";"C01551[c]"
"NRRL_5589";"1";"Parabanic_Acid";FALSE;"PM_03";NA
"NRRL_5589";"1";"D_L_a_Amino_Butyric_Acid";NA;"PM_03";NA
"NRRL_5589";"1";"g_Amino_n_Butyric_Acid";FALSE;"PM_03";NA
"NRRL_5589";"1";"e_Amino_N_Caproic_Acid";FALSE;"PM_03";NA
"NRRL_5589";"1";"D_L_a_Amino_Caprylic_Acid";TRUE;"PM_03";NA
"NRRL_5589";"1";"d_Amino_Valeric_Acid";FALSE;"PM_03";NA
"NRRL_5589";"1";"L_Norvaline";TRUE;"PM_03";NA
"NRRL_5589";"1";"Ala_Asp";TRUE;"PM_03";NA
"NRRL_5589";"1";"Ala_Gln";NA;"PM_03";NA
"NRRL_5589";"1";"Ala_Glu";NA;"PM_03";NA
"NRRL_5589";"1";"Ala_Gly";NA;"PM_03";NA
"NRRL_5589";"1";"Ala_His";NA;"PM_03";NA
"NRRL_5589";"1";"Ala_Leu";NA;"PM_03";NA
"NRRL_5589";"1";"Ala_Thr";NA;"PM_03";NA
"NRRL_5589";"1";"Gly_Asn";NA;"PM_03";NA
"NRRL_5589";"1";"Gly_Gln";NA;"PM_03";NA
"NRRL_5589";"1";"Gly_Glu";TRUE;"PM_03";NA
"NRRL_5589";"1";"Gly_Met";NA;"PM_03";NA
"NRRL_5589";"1";"Met_Ala";TRUE;"PM_03";NA
"NRRL_5589";"2";"Negative_Control";FALSE;"PM_03";NA
"NRRL_5589";"2";"Ammonia";NA;"PM_03";"C00014[e]"
"NRRL_5589";"2";"Sodium_Nitrite";NA;"PM_03";NA
"NRRL_5589";"2";"Sodium_Nitrate";FALSE;"PM_03";NA
"NRRL_5589";"2";"Urea";NA;"PM_03";"C00086[e]"
"NRRL_5589";"2";"Biuret";FALSE;"PM_03";"C06555[c]"
"NRRL_5589";"2";"L_Alanine";NA;"PM_03";"C00041[e]"
"NRRL_5589";"2";"L_Arginine";NA;"PM_03";"C00062[e]"
"NRRL_5589";"2";"L_Asparagine";NA;"PM_03";"C00152[e]"
